Vout_tran X,Vout_tran Y
0,1.260018695177723
2e-08,1.260018586096603
6.000000000000001e-08,1.260018471297526
1.4e-07,1.260018394775429
3.000000000000001e-07,1.260018455993532
6.200000000000002e-07,1.260018418471131
1.02e-06,1.260018443678708
1.42e-06,1.260018427537549
1.82e-06,1.260018436342285
2.22e-06,1.260018433223643
2.62e-06,1.260018432153018
3e-06,1.260018436159322
3.01e-06,1.262425047026826
3.03e-06,1.263839994679143
3.069999999999999e-06,1.263399415976467
3.11050779211e-06,1.260393993509038
3.191523376330001e-06,1.259147459265295
3.270188296245525e-06,1.260320246532057
3.410782191378294e-06,1.260016104102974
3.567896518274686e-06,1.259930210027661
3.812588784542567e-06,1.260133128984879
4.212588784542568e-06,1.259910027884035
4.612588784542568e-06,1.260128979705876
5.012588784542569e-06,1.259926683537107
5.412588784542569e-06,1.260106167176138
5.711294392271284e-06,1.259960600218638
6.01e-06,1.260067901364577
6.02e-06,1.257575869166721
6.04e-06,1.256131894731148
6.079999999999999e-06,1.256761417900363
6.120097327146313e-06,1.259771348352703
6.200291981438941e-06,1.260788717963684
6.275783873496698e-06,1.259686312072786
6.401277377493223e-06,1.260026469303184
6.565050973898353e-06,1.260123912375286
6.816720472099949e-06,1.25987749055321
7.216720472099949e-06,1.260162180674818
7.61672047209995e-06,1.25989627353051
8.016720472099949e-06,1.260123051233725
8.416720472099949e-06,1.259935648724301
8.816720472099949e-06,1.260083071489151
9.216720472099948e-06,1.259971841867239
9.616720472099948e-06,1.26005050443901
1e-05,1.259999422303308
1.0000390625e-05,1.265231477501249
1.000089138139787e-05,1.27505422111322
1.000105560094719e-05,1.278089570884731
1.000124498408326e-05,1.281504775519606
1.000142139827236e-05,1.284599611980032
1.000163133873075e-05,1.288177047194852
1.000199756143107e-05,1.294157669154385
1.000254978910664e-05,1.302594546522186
1.000334862984139e-05,1.313682492441131
1.000443705989873e-05,1.326930391355529
1.000587281363552e-05,1.341636142979188
1.000769122999473e-05,1.356585880058668
1.001011975867974e-05,1.37161847277194
1.00133173331476e-05,1.385154513805373
1.001768051193079e-05,1.395898306113954
1.00225173938377e-05,1.401007303016579
1.002805651863238e-05,1.40141122017332
1.003490049887787e-05,1.396991576391898
1.004392027381556e-05,1.386329571007663
1.005647281836907e-05,1.366809780306224
1.00760147961263e-05,1.332756088814287
1.009125078611017e-05,1.306378549571962
1.009482583312397e-05,1.300424122982707
1.010197592715158e-05,1.288989779079043
1.010732795075884e-05,1.281036838819879
1.011435078604192e-05,1.271811231340892
1.011969358648823e-05,1.265839840880534
1.012660127452442e-05,1.259536897239073
1.013689047977207e-05,1.253043665140629
1.014953025596324e-05,1.249230543299407
1.016708378309358e-05,1.249207624666446
1.019030944726337e-05,1.253339064359055
1.022558583312793e-05,1.259215062488539
1.026127702401317e-05,1.26121923632198
1.032182457236507e-05,1.260398669261626
1.04004175173808e-05,1.259662813620906
1.049048183541695e-05,1.260107679571734
1.061374001509478e-05,1.260050130091791
1.075349469578288e-05,1.259965425736881
1.091879492945654e-05,1.260067399376328
1.110263297551935e-05,1.259988001179835
1.13058270092246e-05,1.260039808931527
1.152509578931777e-05,1.260010481327715
1.17589657649553e-05,1.260023651224279
1.200527472470201e-05,1.260020770561935
1.226232929056425e-05,1.260017369574372
1.252849019504963e-05,1.260023765070806
1.280235186119372e-05,1.260016305921136
1.3e-05,1.260023468992695
1.301e-05,1.262427763004528
1.303e-05,1.263830865467441
1.307e-05,1.263368746525952
1.311199495644094e-05,1.260287416103389
1.319598486932282e-05,1.259162060176731
1.327904924063244e-05,1.2603965375733
1.342500375261802e-05,1.259955919253283
1.359286361757569e-05,1.259969362549511
1.38432100209575e-05,1.260127739289221
1.42432100209575e-05,1.259905690287455
1.46432100209575e-05,1.260146333079446
1.50432100209575e-05,1.259904648029029
1.54432100209575e-05,1.260135013210455
1.572660501047875e-05,1.259933827394004
1.601e-05,1.260093704053643
1.602e-05,1.257586065667919
1.604000000000001e-05,1.256152382640545
1.608000000000001e-05,1.25680089624501
1.612139481905583e-05,1.259868263390406
1.620418445716748e-05,1.260691548421069
1.628367410455691e-05,1.259727067098398
1.641245592915453e-05,1.260044687957043
1.659854757296807e-05,1.260085914736157
1.688419489261527e-05,1.259918610590067
1.728419489261527e-05,1.260128556867505
1.768419489261527e-05,1.259921584111802
1.808419489261527e-05,1.260109189584226
1.848419489261527e-05,1.259946836958731
1.888419489261527e-05,1.260081490844268
1.928419489261527e-05,1.25997356611788
1.968419489261527e-05,1.260055810331128
2e-05,1.259998617285104
